Specimen,Subset,Statistic,Count,Total_Cells
Specimen_003_CP49 PBA26 NP4 GFP.fcs,"Specimen_003_CP49 PBA26 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",77.9,3324.0,15050
Specimen_003_CP49 PBA26 NP4 GFP.fcs,Mean : Comp-FITC-A = 580.585449219,581.0,,15050
Specimen_003_CP49 PBA26 NP4 GFP.fcs,"Specimen_003_CP49 PBA26 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",12.7,423.0,15050
Specimen_003_CP49 PBA26 NP4 GFP.fcs,"Specimen_003_CP49 PBA26 NP4 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",10.0,1512.0,15050
Specimen_003_CP49 PBA26 NP4 GFP.fcs,"Specimen_003_CP49 PBA26 NP4 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",5.13,772.0,15050
Specimen_003_CP49 PBA26 NP4 GFP.fcs,"Specimen_003_CP49 PBA26 NP4 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",5.81,874.0,15050
Specimen_003_CP49 PBA26 NP4 GFP.fcs,"Specimen_003_CP49 PBA26 NP4 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",79.0,11892.0,15050
Specimen_003_CP49 PBA26 NP6 GFP.fcs,Specimen_003_CP49 PBA26 NP6 GFP.fcs/Comp-Pacific Blue-A subset,75.2,10799.0,14352
Specimen_003_CP49 PBA26 NP6 GFP.fcs,Specimen_003_CP49 PBA26 NP6 GFP.fcs/Lymphocytes,39.6,5678.0,14352
Specimen_003_CP49 PBA26 NP6 GFP.fcs,Specimen_003_CP49 PBA26 NP6 GFP.fcs/Lymphocytes/Single Cells,73.2,4155.0,14352
Specimen_003_CP49 PBA26 NP6 GFP.fcs,"Specimen_003_CP49 PBA26 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",49.2,2046.0,14352
Specimen_003_CP49 PBA26 NP6 GFP.fcs,Mean : Comp-FITC-A = 1102.256469727,1102.0,,14352
Specimen_003_CP49 PBA26 NP6 GFP.fcs,"Specimen_003_CP49 PBA26 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",22.3,457.0,14352
Specimen_003_CP49 PBA26 NP6 GFP.fcs,"Specimen_003_CP49 PBA26 NP6 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",11.7,1685.0,14352
Specimen_003_CP49 PBA26 NP6 GFP.fcs,"Specimen_003_CP49 PBA26 NP6 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",7.25,1041.0,14352
Specimen_003_CP49 PBA26 NP6 GFP.fcs,"Specimen_003_CP49 PBA26 NP6 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",14.8,2126.0,14352
Specimen_003_CP49 PBA26 NP6 GFP.fcs,"Specimen_003_CP49 PBA26 NP6 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",66.2,9500.0,14352
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs/Comp-Pacific Blue-A subset,48.4,9687.0,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs/Lymphocytes,30.3,6052.0,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs/Lymphocytes/Single Cells,92.9,5621.0,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",13.2,742.0,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,Mean : Comp-FITC-A = 281.026062012,281.0,,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",4.45,33.0,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",1.47,295.0,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",6.53,1305.0,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",41.8,8353.0,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",50.2,10047.0,20000
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs/Comp-Pacific Blue-A subset,52.2,5385.0,10311
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs/Lymphocytes,25.0,2576.0,10311
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells,94.0,2421.0,10311
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",15.8,383.0,10311
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,Mean : Comp-FITC-A = 195.427368164,195.0,,10311
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",4.18,16.0,10311
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",1.48,153.0,10311
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",4.18,431.0,10311
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",39.7,4095.0,10311
Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_003_CP49 PBA26 NP10 GFP-1_002.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",54.6,5632.0,10311
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,Specimen_003_CP49 PBA31 NP6 GFP 1.fcs/Comp-Pacific Blue-A subset,83.6,16716.0,20000
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,Specimen_003_CP49 PBA31 NP6 GFP 1.fcs/Lymphocytes,41.3,8267.0,20000
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,Specimen_003_CP49 PBA31 NP6 GFP 1.fcs/Lymphocytes/Single Cells,69.5,5744.0,20000
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_003_CP49 PBA31 NP6 GFP 1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",72.8,4183.0,20000
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,Mean : Comp-FITC-A = 1041.422485352,1041.0,,20000
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_003_CP49 PBA31 NP6 GFP 1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",21.7,907.0,20000
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_003_CP49 PBA31 NP6 GFP 1.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",15.0,3009.0,20000
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_003_CP49 PBA31 NP6 GFP 1.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",7.7,1539.0,20000
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_003_CP49 PBA31 NP6 GFP 1.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",6.97,1394.0,20000
Specimen_003_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_003_CP49 PBA31 NP6 GFP 1.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",70.3,14058.0,20000
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs/Comp-Pacific Blue-A subset,65.7,4001.0,6088
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs/Lymphocytes,7.69,468.0,6088
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells,72.6,340.0,6088
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",87.9,299.0,6088
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,Mean : Comp-FITC-A = 310.794616699,311.0,,6088
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",8.36,25.0,6088
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",2.07,126.0,6088
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.15,70.0,6088
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",29.4,1788.0,6088
Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",67.4,4104.0,6088
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,Specimen_003_CP49PBA31 NP4 GFP_001.fcs/Comp-Pacific Blue-A subset,89.0,17805.0,20000
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,Specimen_003_CP49PBA31 NP4 GFP_001.fcs/Lymphocytes,37.1,7426.0,20000
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,Specimen_003_CP49PBA31 NP4 GFP_001.fcs/Lymphocytes/Single Cells,75.9,5633.0,20000
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",78.9,4442.0,20000
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,Mean : Comp-FITC-A = 711.167907715,711.0,,20000
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",15.2,675.0,20000
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",12.6,2520.0,20000
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",5.33,1065.0,20000
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",4.44,888.0,20000
Specimen_003_CP49PBA31 NP4 GFP_001.fcs,"Specimen_003_CP49PBA31 NP4 GFP_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",77.6,15527.0,20000
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs/Comp-Pacific Blue-A subset,60.0,7818.0,13030
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs/Lymphocytes,16.4,2135.0,13030
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells,86.8,1853.0,13030
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",26.9,498.0,13030
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,Mean : Comp-FITC-A = 124.700393677,125.0,,13030
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",3.82,19.0,13030
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",1.3,169.0,13030
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.0,260.0,13030
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",34.2,4461.0,13030
Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP-1_002.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",62.5,8140.0,13030
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,Specimen_003_CP49PBA31 NP10 GFP_002.fcs/Comp-Pacific Blue-A subset,47.6,9520.0,20001
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,Specimen_003_CP49PBA31 NP10 GFP_002.fcs/Lymphocytes,37.8,7551.0,20001
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,Specimen_003_CP49PBA31 NP10 GFP_002.fcs/Lymphocytes/Single Cells,85.4,6448.0,20001
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",16.6,1070.0,20001
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,Mean : Comp-FITC-A = 266.899932861,267.0,,20001
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",8.41,90.0,20001
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP_002.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",2.4,481.0,20001
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP_002.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",6.54,1309.0,20001
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP_002.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",42.6,8512.0,20001
Specimen_003_CP49PBA31 NP10 GFP_002.fcs,"Specimen_003_CP49PBA31 NP10 GFP_002.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",48.5,9699.0,20001
Specimen_003_CP49PBA45 NP4 GFP.fcs,Specimen_003_CP49PBA45 NP4 GFP.fcs/Comp-Pacific Blue-A subset,86.9,17374.0,20000
Specimen_003_CP49PBA45 NP4 GFP.fcs,Specimen_003_CP49PBA45 NP4 GFP.fcs/Lymphocytes,37.0,7410.0,20000
Specimen_003_CP49PBA45 NP4 GFP.fcs,Specimen_003_CP49PBA45 NP4 GFP.fcs/Lymphocytes/Single Cells,78.0,5782.0,20000
Specimen_003_CP49PBA45 NP4 GFP.fcs,"Specimen_003_CP49PBA45 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",74.7,4317.0,20000
Specimen_003_CP49PBA45 NP4 GFP.fcs,Mean : Comp-FITC-A = 599.342468262,599.0,,20000
Specimen_003_CP49PBA45 NP4 GFP.fcs,"Specimen_003_CP49PBA45 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",12.9,558.0,20000
Specimen_003_CP49PBA45 NP4 GFP.fcs,"Specimen_003_CP49PBA45 NP4 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",10.7,2144.0,20000
Specimen_003_CP49PBA45 NP4 GFP.fcs,"Specimen_003_CP49PBA45 NP4 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",5.46,1093.0,20000
Specimen_003_CP49PBA45 NP4 GFP.fcs,"Specimen_003_CP49PBA45 NP4 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",6.39,1278.0,20000
Specimen_003_CP49PBA45 NP4 GFP.fcs,"Specimen_003_CP49PBA45 NP4 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",77.4,15485.0,20000
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,Specimen_003_CP49PBA45 NP6 GFP-1.fcs/Comp-Pacific Blue-A subset,73.7,13925.0,18899
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,Specimen_003_CP49PBA45 NP6 GFP-1.fcs/Lymphocytes,16.5,3109.0,18899
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,Specimen_003_CP49PBA45 NP6 GFP-1.fcs/Lymphocytes/Single Cells,77.5,2408.0,18899
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,"Specimen_003_CP49PBA45 NP6 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",79.4,1911.0,18899
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,Mean : Comp-FITC-A = 635.726379395,636.0,,18899
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,"Specimen_003_CP49PBA45 NP6 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",14.1,270.0,18899
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,"Specimen_003_CP49PBA45 NP6 GFP-1.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",4.71,891.0,18899
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,"Specimen_003_CP49PBA45 NP6 GFP-1.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.89,357.0,18899
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,"Specimen_003_CP49PBA45 NP6 GFP-1.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",21.4,4047.0,18899
Specimen_003_CP49PBA45 NP6 GFP-1.fcs,"Specimen_003_CP49PBA45 NP6 GFP-1.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",72.0,13604.0,18899
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,Specimen_003_CP49PBA45 NP6 GFP_0011.fcs/Comp-Pacific Blue-A subset,84.6,16918.0,20000
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,Specimen_003_CP49PBA45 NP6 GFP_0011.fcs/Lymphocytes,43.0,8590.0,20000
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,Specimen_003_CP49PBA45 NP6 GFP_0011.fcs/Lymphocytes/Single Cells,68.6,5895.0,20000
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_003_CP49PBA45 NP6 GFP_0011.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",75.8,4467.0,20000
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,Mean : Comp-FITC-A = 1048.673583984,1049.0,,20000
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_003_CP49PBA45 NP6 GFP_0011.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",22.2,992.0,20000
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_003_CP49PBA45 NP6 GFP_0011.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",17.0,3398.0,20000
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_003_CP49PBA45 NP6 GFP_0011.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",8.1,1620.0,20000
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_003_CP49PBA45 NP6 GFP_0011.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",5.76,1152.0,20000
Specimen_003_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_003_CP49PBA45 NP6 GFP_0011.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",69.2,13830.0,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs/Comp-Pacific Blue-A subset,57.0,11406.0,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs/Lymphocytes,32.7,6536.0,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs/Lymphocytes/Single Cells,84.8,5545.0,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",23.5,1305.0,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,Mean : Comp-FITC-A = 241.597167969,242.0,,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",6.21,81.0,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",2.37,474.0,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",5.37,1073.0,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",34.7,6933.0,20000
Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_003_CP49PBA45 NP10 GFP-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",57.6,11520.0,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs/Comp-Pacific Blue-A subset,87.1,17424.0,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs/Lymphocytes,37.6,7524.0,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs/Lymphocytes/Single Cells,81.5,6131.0,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,"Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",70.5,4321.0,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,Mean : Comp-FITC-A = 727.151672363,727.0,,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,"Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",17.7,766.0,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,"Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",12.2,2442.0,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,"Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.77,354.0,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,"Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",10.1,2029.0,20000
Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs,"Specimen_003_CP76PBA3 NP4 GFP-1_007.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",75.9,15175.0,20000
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs/Comp-Pacific Blue-A subset,54.1,10828.0,20000
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs/Lymphocytes,36.1,7222.0,20000
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs/Lymphocytes/Single Cells,80.4,5806.0,20000
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,"Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",21.2,1228.0,20000
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,Mean : Comp-FITC-A = 1815.821655273,1816.0,,20000
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,"Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",38.4,472.0,20000
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,"Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",8.64,1728.0,20000
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,"Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",3.55,709.0,20000
